IDDIST,NOMBDEP,NOMBPROV,NOMBDIST,NOM_CAPITAL (LEGAL),location,location_val
210108,PUNO,PUNO,HUATA,HUATA,"{'lat': -15.6149462, 'lng': -69.9719035}",True
210109,PUNO,PUNO,MAÑAZO,MAÑAZO,"{'lat': -15.8273286, 'lng': -70.0347717}",True
210110,PUNO,PUNO,PAUCARCOLLA,PAUCARCOLLA,"{'lat': -15.8532689, 'lng': -70.0138661}",True
210111,PUNO,PUNO,PICHACANI,LARAQUERI,"{'lat': -16.2289332, 'lng': -70.1455805}",True
210112,PUNO,PUNO,PLATERIA,PLATERIA,"{'lat': -15.9504109, 'lng': -69.8314481}",True
210113,PUNO,PUNO,SAN ANTONIO,SAN ANTONIO DE ESQUILACHE /15,"{'lat': -16.0877425, 'lng': -70.31226149999999}",True
210114,PUNO,PUNO,TIQUILLACA,TIQUILLACA,"{'lat': -15.7976534, 'lng': -70.1879993}",True
210115,PUNO,PUNO,VILQUE,VILQUE,"{'lat': -15.8431616, 'lng': -70.02875379999999}",True
210201,PUNO,AZANGARO,AZANGARO,AZANGARO,"{'lat': -14.9164287, 'lng': -70.196185}",True
210202,PUNO,AZANGARO,ACHAYA,ACHAYA,"{'lat': -15.27119, 'lng': -70.143593}",True
210203,PUNO,AZANGARO,ARAPA,ARAPA,"{'lat': -15.1393787, 'lng': -70.1099188}",True
210204,PUNO,AZANGARO,ASILLO,ASILLO,"{'lat': -14.7861572, 'lng': -70.353478}",True
210205,PUNO,AZANGARO,CAMINACA,CAMINACA,"{'lat': -15.3238828, 'lng': -70.07375979999999}",True
210206,PUNO,AZANGARO,CHUPA,CHUPA,"{'lat': -15.1068495, 'lng': -69.9864582}",True
210207,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,ESTACION DE PUCARA,"{'lat': -15.0308247, 'lng': -70.3375571}",True
210208,PUNO,AZANGARO,MUÑANI,MUÑANI,"{'lat': -14.7672256, 'lng': -69.9536687}",True
210209,PUNO,AZANGARO,POTONI,POTONI,"{'lat': -14.9022746, 'lng': -70.1914791}",True
210210,PUNO,AZANGARO,SAMAN,SAMAN,"{'lat': -15.2924572, 'lng': -70.0168186}",True
210211,PUNO,AZANGARO,SAN ANTON,SAN ANTON,"{'lat': -14.5833534, 'lng': -70.31737369999999}",True
210212,PUNO,AZANGARO,SAN JOSE,SAN JOSE,"{'lat': -14.69412, 'lng': -70.1754}",True
210213,PUNO,AZANGARO,SAN JUAN DE SALINAS,SAN JUAN DE SALINAS,"{'lat': -14.9960862, 'lng': -70.1217652}",True
210214,PUNO,AZANGARO,SANTIAGO DE PUPUJA,SANTIAGO DE PUPUJA,"{'lat': -15.0534047, 'lng': -70.2763185}",True
210215,PUNO,AZANGARO,TIRAPATA,TIRAPATA,"{'lat': -14.9551334, 'lng': -70.40186790000001}",True
210301,PUNO,CARABAYA,MACUSANI,MACUSANI,"{'lat': -14.072176, 'lng': -70.4253389}",True
210302,PUNO,CARABAYA,AJOYANI,AJOYANI,"{'lat': -14.1598506, 'lng': -70.2170209}",True
210303,PUNO,CARABAYA,AYAPATA,AYAPATA,"{'lat': -13.7771838, 'lng': -70.3226774}",True
210304,PUNO,CARABAYA,COASA,COASA,"{'lat': -13.9906281, 'lng': -70.013469}",True
210305,PUNO,CARABAYA,CORANI,CORANI,"{'lat': -13.8732292, 'lng': -70.6697882}",True
210306,PUNO,CARABAYA,CRUCERO,CRUCERO,"{'lat': -14.3567652, 'lng': -69.93121169999999}",True
210307,PUNO,CARABAYA,ITUATA,ITUATA /16,"{'lat': -13.7912905, 'lng': -70.25048629999999}",True
210308,PUNO,CARABAYA,OLLACHEA,OLLACHEA,"{'lat': -13.7951096, 'lng': -70.4716964}",True
210309,PUNO,CARABAYA,SAN GABAN,LANLACUNI BAJO,"{'lat': -13.5322798, 'lng': -70.3836815}",True
210310,PUNO,CARABAYA,USICAYOS,USICAYOS,"{'lat': -14.1254679, 'lng': -69.9661586}",True
210401,PUNO,CHUCUITO,JULI,JULI,"{'lat': -16.2142869, 'lng': -69.4575979}",True
210402,PUNO,CHUCUITO,DESAGUADERO,DESAGUADERO,"{'lat': -16.5631251, 'lng': -69.040395}",True
210403,PUNO,CHUCUITO,HUACULLANI,HUACULLANI,"{'lat': -16.6300649, 'lng': -69.3231997}",True
210404,PUNO,CHUCUITO,KELLUYO,KELLUYO,"{'lat': -16.7053271, 'lng': -69.24364059999999}",True
210405,PUNO,CHUCUITO,PISACOMA,PISACOMA,"{'lat': -16.9083726, 'lng': -69.3701186}",True
210406,PUNO,CHUCUITO,POMATA,POMATA,"{'lat': -16.2748434, 'lng': -69.292358}",True
210407,PUNO,CHUCUITO,ZEPITA,ZEPITA,"{'lat': -16.4981761, 'lng': -69.1014935}",True
210501,PUNO,EL COLLAO,ILAVE,ILAVE,"{'lat': -16.0825395, 'lng': -69.6384724}",True
210502,PUNO,EL COLLAO,CAPAZO,CAPAZO,"{'lat': -17.1303306, 'lng': -69.7167783}",True
210503,PUNO,EL COLLAO,PILCUYO,PILCUYO,"{'lat': -16.0884868, 'lng': -69.5142066}",True
210504,PUNO,EL COLLAO,SANTA ROSA,MAZO CRUZ,"{'lat': -16.761881, 'lng': -69.8553495}",True
210505,PUNO,EL COLLAO,CONDURIRI,CONDURIRI,"{'lat': -16.5810331, 'lng': -69.6214562}",True
210601,PUNO,HUANCANE,HUANCANE,HUANCANE,"{'lat': -15.2053189, 'lng': -69.76145679999999}",True
210602,PUNO,HUANCANE,COJATA,COJATA,"{'lat': -14.954786, 'lng': -69.4307821}",True
210603,PUNO,HUANCANE,HUATASANI,HUATASANI,"{'lat': -15.0553205, 'lng': -69.8024099}",True
210604,PUNO,HUANCANE,INCHUPALLA,INCHUPALLA,"{'lat': -14.9969859, 'lng': -69.6452877}",True
210605,PUNO,HUANCANE,PUSI,PUSI,"{'lat': -15.4419436, 'lng': -69.92897839999999}",True
210606,PUNO,HUANCANE,ROSASPATA,ROSASPATA,"{'lat': -15.2347684, 'lng': -69.5272116}",True
210607,PUNO,HUANCANE,TARACO,TARACO,"{'lat': -15.2982834, 'lng': -69.9818327}",True
210608,PUNO,HUANCANE,VILQUE CHICO,VILQUE CHICO,"{'lat': -15.2159658, 'lng': -69.6892254}",True
210701,PUNO,LAMPA,LAMPA,LAMPA,"{'lat': -15.3636353, 'lng': -70.36675919999999}",True
210702,PUNO,LAMPA,CABANILLA,CABANILLA,"{'lat': -15.6412156, 'lng': -70.34946049999999}",True
210703,PUNO,LAMPA,CALAPUJA,CALAPUJA,"{'lat': -15.3136824, 'lng': -70.2229286}",True
210704,PUNO,LAMPA,NICASIO,NICASIO,"{'lat': -15.2347764, 'lng': -70.26014789999999}",True
210705,PUNO,LAMPA,OCUVIRI,OCUVIRI,"{'lat': -15.1734669, 'lng': -70.859562}",True
210706,PUNO,LAMPA,PALCA,PALCA,"{'lat': -15.3272199, 'lng': -70.5740886}",True
210707,PUNO,LAMPA,PARATIA,PARATIA,"{'lat': -15.46557, 'lng': -70.609261}",True
210708,PUNO,LAMPA,PUCARA,PUCARA,"{'lat': -15.0418557, 'lng': -70.3673152}",True
210709,PUNO,LAMPA,SANTA LUCIA,SANTA LUCIA,"{'lat': -15.6962651, 'lng': -70.6051447}",True
210710,PUNO,LAMPA,VILAVILA,VILAVILA,"{'lat': -15.1885169, 'lng': -70.6596699}",True
210801,PUNO,MELGAR,AYAVIRI,AYAVIRI,"{'lat': -14.8842942, 'lng': -70.5889612}",True
210802,PUNO,MELGAR,ANTAUTA,ANTAUTA,"{'lat': -14.4942029, 'lng': -70.34481869999999}",True
210803,PUNO,MELGAR,CUPI,CUPI,"{'lat': -14.904254, 'lng': -70.8669938}",True
210804,PUNO,MELGAR,LLALLI,LLALLI,"{'lat': -14.9479605, 'lng': -70.87962759999999}",True
210805,PUNO,MELGAR,MACARI,MACARI,"{'lat': -14.7704597, 'lng': -70.90266489999999}",True
210806,PUNO,MELGAR,NUÑOA,NUÑOA,"{'lat': -14.4760253, 'lng': -70.6365505}",True
210807,PUNO,MELGAR,ORURILLO,ORURILLO,"{'lat': -14.7254181, 'lng': -70.5147841}",True
210808,PUNO,MELGAR,SANTA ROSA,SANTA ROSA,"{'lat': -14.6088558, 'lng': -70.78718429999999}",True
210809,PUNO,MELGAR,UMACHIRI,UMACHIRI,"{'lat': -14.852605, 'lng': -70.7540166}",True
210901,PUNO,MOHO,MOHO,MOHO,"{'lat': -15.3575208, 'lng': -69.5007996}",True
210902,PUNO,MOHO,CONIMA,CONIMA,"{'lat': -15.4601506, 'lng': -69.4355341}",True
210903,PUNO,MOHO,HUAYRAPATA,HUAYRAPATA,"{'lat': -15.3216698, 'lng': -69.3443711}",True
210904,PUNO,MOHO,TILALI,TILALI,"{'lat': -15.5159884, 'lng': -69.346606}",True
211001,PUNO,SAN ANTONIO DE PUTINA,PUTINA,PUTINA,"{'lat': -14.91256, 'lng': -69.874893}",True
211002,PUNO,SAN ANTONIO DE PUTINA,ANANEA,ANANEA,"{'lat': -14.6777581, 'lng': -69.53567579999999}",True
211003,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,AYRAMPUNI,"{'lat': -15.011095, 'lng': -69.9193004}",True
211004,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,QUILCAPUNCU,"{'lat': -14.8925425, 'lng': -69.7331607}",True
211005,PUNO,SAN ANTONIO DE PUTINA,SINA,SINA,"{'lat': -14.4939466, 'lng': -69.2400734}",True
211101,PUNO,SAN ROMAN,JULIACA,JULIACA,"{'lat': -15.4996879, 'lng': -70.12965299999999}",True
211102,PUNO,SAN ROMAN,CABANA,CABANA,"{'lat': -15.6347354, 'lng': -70.2646431}",True
211103,PUNO,SAN ROMAN,CABANILLAS,DEUSTUA,"{'lat': -15.6412156, 'lng': -70.34946049999999}",True
211104,PUNO,SAN ROMAN,CARACOTO,CARACOTO,"{'lat': -15.5700052, 'lng': -70.1031589}",True
211105,PUNO,SAN ROMAN,SAN MIGUEL,SAN MIGUEL,"{'lat': -15.478098, 'lng': -70.1249663}",True
211201,PUNO,SANDIA,SANDIA,SANDIA,"{'lat': -14.246024, 'lng': -69.4307821}",True
211202,PUNO,SANDIA,CUYOCUYO,CUYOCUYO,"{'lat': -14.4685517, 'lng': -69.53668019999999}",True
211203,PUNO,SANDIA,LIMBANI,LIMBANI,"{'lat': -13.6852021, 'lng': -69.57379120000002}",True
211204,PUNO,SANDIA,PATAMBUCO,PATAMBUCO,"{'lat': -14.3314989, 'lng': -69.6452877}",True
211205,PUNO,SANDIA,PHARA,PHARA,"{'lat': -14.0578511, 'lng': -69.5499578}",True
211206,PUNO,SANDIA,QUIACA,QUIACA,"{'lat': -14.4827403, 'lng': -69.35927}",True
211207,PUNO,SANDIA,SAN JUAN DEL ORO,SAN JUAN DEL ORO,"{'lat': -14.2206209, 'lng': -69.154315}",True
211208,PUNO,SANDIA,YANAHUAYA,YANAHUAYA,"{'lat': -14.2576342, 'lng': -69.16929510000001}",True
211209,PUNO,SANDIA,ALTO INAMBARI,MASSIAPO,"{'lat': -14.0210829, 'lng': -69.3831079}",True
211210,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,PUTINA PUNCO,"{'lat': -13.4766885, 'lng': -69.1923916}",True
211301,PUNO,YUNGUYO,YUNGUYO,YUNGUYO,"{'lat': -16.2494365, 'lng': -69.08808189999999}",True
211302,PUNO,YUNGUYO,ANAPIA,ANAPIA,"{'lat': -16.3134825, 'lng': -68.85708699999999}",True
211303,PUNO,YUNGUYO,COPANI,COPANI,"{'lat': -16.3580873, 'lng': -69.0851015}",True
211304,PUNO,YUNGUYO,CUTURAPI,SAN JUAN DE CUTURAPI,"{'lat': -16.2697729, 'lng': -69.1774906}",True
211305,PUNO,YUNGUYO,OLLARAYA,SAN MIGUEL DE OLLARAYA,"{'lat': -16.2203924, 'lng': -68.9956874}",True
211306,PUNO,YUNGUYO,TINICACHI,TINICACHI,"{'lat': -16.1980937, 'lng': -68.9688623}",True
211307,PUNO,YUNGUYO,UNICACHI,MARCAJA,"{'lat': -16.227869, 'lng': -68.9599205}",True
220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,MOYOBAMBA,"{'lat': -6.0419882, 'lng': -76.97006689999999}",True
220102,SAN MARTIN,MOYOBAMBA,CALZADA,CALZADA,"{'lat': -6.0187574, 'lng': -77.0794705}",True
220103,SAN MARTIN,MOYOBAMBA,HABANA,HABANA,"{'lat': -6.0805124, 'lng': -77.0917003}",True
220104,SAN MARTIN,MOYOBAMBA,JEPELACIO,JEPELACIO,"{'lat': -6.1105195, 'lng': -76.9153281}",True
220105,SAN MARTIN,MOYOBAMBA,SORITOR,SORITOR,"{'lat': -6.1351444, 'lng': -77.1011776}",True
220106,SAN MARTIN,MOYOBAMBA,YANTALO,YANTALO,"{'lat': -5.974828899999999, 'lng': -77.0262205}",True
220201,SAN MARTIN,BELLAVISTA,BELLAVISTA,BELLAVISTA,"{'lat': -7.0534572, 'lng': -76.5892774}",True
220202,SAN MARTIN,BELLAVISTA,ALTO BIAVO,CUZCO,"{'lat': -7.822550799999999, 'lng': -76.3637285}",True
220203,SAN MARTIN,BELLAVISTA,BAJO BIAVO,NUEVO LIMA,"{'lat': -7.1059573, 'lng': -76.4100267}",True
220204,SAN MARTIN,BELLAVISTA,HUALLAGA,LEDOY,"{'lat': -7.3307737, 'lng': -76.5372625}",True
220205,SAN MARTIN,BELLAVISTA,SAN PABLO,SAN PABLO,"{'lat': -6.838044, 'lng': -76.5719414}",True
220206,SAN MARTIN,BELLAVISTA,SAN RAFAEL,SAN RAFAEL,"{'lat': -7.0248629, 'lng': -76.4635387}",True
220301,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,SAN JOSE DE SISA,"{'lat': -6.614042299999999, 'lng': -76.69035699999999}",True
220302,SAN MARTIN,EL DORADO,AGUA BLANCA,AGUA BLANCA,"{'lat': -6.7265361, 'lng': -76.6990172}",True
220303,SAN MARTIN,EL DORADO,SAN MARTIN,SAN MARTIN,"{'lat': -6.6154684, 'lng': -76.6964251}",True
220304,SAN MARTIN,EL DORADO,SANTA ROSA,SANTA ROSA,"{'lat': -6.7109333, 'lng': -76.5942805}",True
220305,SAN MARTIN,EL DORADO,SHATOJA,SHATOJA,"{'lat': -6.5301408, 'lng': -76.7206652}",True
220401,SAN MARTIN,HUALLAGA,SAPOSOA,SAPOSOA,"{'lat': -6.9353405, 'lng': -76.7711626}",True
220402,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,PASARRAYA,"{'lat': -6.6187711, 'lng': -76.964306}",True
220403,SAN MARTIN,HUALLAGA,EL ESLABON,EL ESLABON,"{'lat': -7.0218871, 'lng': -76.7235513}",True
220404,SAN MARTIN,HUALLAGA,PISCOYACU,PISCOYACU,"{'lat': -6.9811244, 'lng': -76.766835}",True
220405,SAN MARTIN,HUALLAGA,SACANCHE,SACANCHE,"{'lat': -7.0702487, 'lng': -76.71414279999999}",True
220406,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,TINGO DE SAPOSOA,"{'lat': -7.0930947, 'lng': -76.6427152}",True
220501,SAN MARTIN,LAMAS,LAMAS,LAMAS,"{'lat': -6.424309099999999, 'lng': -76.5083562}",True
220502,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,ROQUE,"{'lat': -6.302137900000001, 'lng': -76.8028933}",True
220503,SAN MARTIN,LAMAS,BARRANQUITA,BARRANQUITA,"{'lat': -6.2503647, 'lng': -76.0324299}",True
220504,SAN MARTIN,LAMAS,CAYNARACHI,PONGO DE CAYNARACHI,"{'lat': -6.1859413, 'lng': -76.317414}",True
220505,SAN MARTIN,LAMAS,CUÑUMBUQUI,CUÑUMBUQUI,"{'lat': -6.6366425, 'lng': -76.4678766}",True
220506,SAN MARTIN,LAMAS,PINTO RECODO,PINTO RECODO,"{'lat': -6.3781409, 'lng': -76.60444439999999}",True
220507,SAN MARTIN,LAMAS,RUMISAPA,RUMISAPA,"{'lat': -6.448031299999999, 'lng': -76.47221429999999}",True
220508,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,SAN ROQUE DE CUMBAZA,"{'lat': -6.385740999999999, 'lng': -76.4378702}",True
220509,SAN MARTIN,LAMAS,SHANAO,SHANAO,"{'lat': -6.409347899999999, 'lng': -76.5932499}",True
220510,SAN MARTIN,LAMAS,TABALOSOS,TABALOSOS,"{'lat': -6.388623099999999, 'lng': -76.632607}",True
220511,SAN MARTIN,LAMAS,ZAPATERO,ZAPATERO,"{'lat': -6.5302988, 'lng': -76.4943914}",True
220601,SAN MARTIN,MARISCAL CACERES,JUANJUI,JUANJUI,"{'lat': -7.173149500000001, 'lng': -76.7278803}",True
220602,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,CAMPANILLA,"{'lat': -7.484028599999999, 'lng': -76.6506567}",True
220603,SAN MARTIN,MARISCAL CACERES,HUICUNGO,HUICUNGO,"{'lat': -7.3195036, 'lng': -76.77693239999999}",True
220604,SAN MARTIN,MARISCAL CACERES,PACHIZA,PACHIZA,"{'lat': -7.2949584, 'lng': -76.7718838}",True
220605,SAN MARTIN,MARISCAL CACERES,PAJARILLO,PAJARILLO,"{'lat': -7.1785873, 'lng': -76.68891359999999}",True
220701,SAN MARTIN,PICOTA,PICOTA,PICOTA,"{'lat': -6.9124591, 'lng': -76.33767859999999}",True
220702,SAN MARTIN,PICOTA,BUENOS AIRES,BUENOS AIRES,"{'lat': -6.790583, 'lng': -76.3275467}",True
220703,SAN MARTIN,PICOTA,CASPISAPA,CASPISAPA,"{'lat': -6.9579774, 'lng': -76.41725939999999}",True
220704,SAN MARTIN,PICOTA,PILLUANA,PILLUANA,"{'lat': -6.7764491, 'lng': -76.2899071}",True
220705,SAN MARTIN,PICOTA,PUCACACA,PUCACACA,"{'lat': -6.8506475, 'lng': -76.3440537}",True
220706,SAN MARTIN,PICOTA,SAN CRISTOBAL,PUERTO RICO,"{'lat': -6.985449999999999, 'lng': -76.41581289999999}",True
220707,SAN MARTIN,PICOTA,SAN HILARION,SAN CRISTOBAL DE SISA,"{'lat': -6.9993164, 'lng': -76.44184729999999}",True
220708,SAN MARTIN,PICOTA,SHAMBOYACU,SHAMBOYACU,"{'lat': -7.0240255, 'lng': -76.1327924}",True
220709,SAN MARTIN,PICOTA,TINGO DE PONASA,TINGO DE PONASA,"{'lat': -6.936096999999999, 'lng': -76.2508086}",True
220710,SAN MARTIN,PICOTA,TRES UNIDOS,TRES UNIDOS,"{'lat': -6.8054925, 'lng': -76.2327036}",True
220801,SAN MARTIN,RIOJA,RIOJA,RIOJA,"{'lat': -6.057048399999999, 'lng': -77.1657716}",True
220802,SAN MARTIN,RIOJA,AWAJUN,BAJO NARANJILLO,"{'lat': -5.9032366, 'lng': -77.4472495}",True
220803,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,SEGUNDA JERUSALEN-AZUNGUILLO,"{'lat': -6.0656455, 'lng': -77.3094674}",True
220804,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,NUEVA CAJAMARCA,"{'lat': -5.946466, 'lng': -77.30372299999999}",True
220805,SAN MARTIN,RIOJA,PARDO MIGUEL,NARANJOS,"{'lat': -5.8035109, 'lng': -77.6077865}",True
220806,SAN MARTIN,RIOJA,POSIC,POSIC,"{'lat': -5.9694976, 'lng': -77.1830243}",True
220807,SAN MARTIN,RIOJA,SAN FERNANDO,SAN FERNANDO,"{'lat': -5.9004783, 'lng': -77.2706868}",True
220808,SAN MARTIN,RIOJA,YORONGOS,YORONGOS,"{'lat': -5.8308949, 'lng': -77.30131500000002}",True
220809,SAN MARTIN,RIOJA,YURACYACU,YURACYACU,"{'lat': -5.9317384, 'lng': -77.22614519999999}",True
220901,SAN MARTIN,SAN MARTIN,TARAPOTO,TARAPOTO,"{'lat': -6.4824784, 'lng': -76.3726891}",True
220902,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,UTCURARCA,"{'lat': -6.693389799999999, 'lng': -76.2594981}",True
220903,SAN MARTIN,SAN MARTIN,CACATACHI,CACATACHI,"{'lat': -6.460483699999999, 'lng': -76.4519704}",True
220904,SAN MARTIN,SAN MARTIN,CHAZUTA,CHAZUTA,"{'lat': -6.5733514, 'lng': -76.137755}",True
220905,SAN MARTIN,SAN MARTIN,CHIPURANA,NAVARRO,"{'lat': -6.4260932, 'lng': -75.632447}",True
220906,SAN MARTIN,SAN MARTIN,EL PORVENIR,PELEJO,"{'lat': -6.2362575, 'lng': -75.8766333}",True
220907,SAN MARTIN,SAN MARTIN,HUIMBAYOC,HUIMBAYOC,"{'lat': -6.4182669, 'lng': -75.7676728}",True
220908,SAN MARTIN,SAN MARTIN,JUAN GUERRA,JUAN GUERRA,"{'lat': -6.5820374, 'lng': -76.3304416}",True
220909,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,LA BANDA,"{'lat': -6.4927163, 'lng': -76.34636239999999}",True
220910,SAN MARTIN,SAN MARTIN,MORALES,MORALES,"{'lat': -6.510370300000001, 'lng': -76.4215988}",True
220911,SAN MARTIN,SAN MARTIN,PAPAPLAYA,PAPAPLAYA,"{'lat': -6.2105565, 'lng': -75.78656529999999}",True
220912,SAN MARTIN,SAN MARTIN,SAN ANTONIO,SAN ANTONIO,"{'lat': -11.9815573, 'lng': -77.096882}",True
220913,SAN MARTIN,SAN MARTIN,SAUCE,SAUCE,"{'lat': -6.6893864, 'lng': -76.21025}",True
220914,SAN MARTIN,SAN MARTIN,SHAPAJA,SHAPAJA,"{'lat': -6.579517699999999, 'lng': -76.2631186}",True
221001,SAN MARTIN,TOCACHE,TOCACHE,TOCACHE,"{'lat': -8.1892608, 'lng': -76.51887909999999}",True
221002,SAN MARTIN,TOCACHE,NUEVO PROGRESO,NUEVO PROGRESO,"{'lat': -8.448898500000002, 'lng': -76.32465169999999}",True
221003,SAN MARTIN,TOCACHE,POLVORA,POLVORA,"{'lat': -7.907492400000001, 'lng': -76.667982}",True
221004,SAN MARTIN,TOCACHE,SHUNTE,TAMBO DE PAJA /18,"{'lat': -8.3941409, 'lng': -76.8720961}",True
221005,SAN MARTIN,TOCACHE,UCHIZA,UCHIZA,"{'lat': -8.4592507, 'lng': -76.46199109999999}",True
230101,TACNA,TACNA,TACNA,TACNA,"{'lat': -18.0065679, 'lng': -70.2462741}",True
230102,TACNA,TACNA,ALTO DE LA ALIANZA,LA ESPERANZA,"{'lat': -17.9992828, 'lng': -70.24555}",True
230103,TACNA,TACNA,CALANA,CALANA,"{'lat': -17.9681162, 'lng': -70.1693949}",True
230104,TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,"{'lat': -17.977552, 'lng': -70.2319033}",True
230105,TACNA,TACNA,INCLAN,SAMA GRANDE,"{'lat': -18.0122217, 'lng': -70.2529144}",True
230106,TACNA,TACNA,PACHIA,PACHIA,"{'lat': -18.0413864, 'lng': -70.2555897}",True
230107,TACNA,TACNA,PALCA,PALCA,"{'lat': -17.7776013, 'lng': -69.95883289999999}",True
230108,TACNA,TACNA,POCOLLAY,POCOLLAY,"{'lat': -17.9969001, 'lng': -70.2207415}",True
230109,TACNA,TACNA,SAMA,LAS YARAS,"{'lat': -17.9522685, 'lng': -70.6692655}",True
230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,ALFONSO UGARTE,"{'lat': -18.1090725, 'lng': -70.2170209}",True
230111,TACNA,TACNA,LA YARADA LOS PALOS,LOS PALOS,"{'lat': -18.1795976, 'lng': -70.4550922}",True
230201,TACNA,CANDARAVE,CANDARAVE,CANDARAVE,"{'lat': -17.2684815, 'lng': -70.2512498}",True
230202,TACNA,CANDARAVE,CAIRANI,CAIRANI,"{'lat': -17.1812954, 'lng': -70.3241654}",True
230203,TACNA,CANDARAVE,CAMILACA,ALTO CAMILACA,"{'lat': -17.2441899, 'lng': -70.3891478}",True
230204,TACNA,CANDARAVE,CURIBAYA,CURIBAYA,"{'lat': -17.3846495, 'lng': -70.3241654}",True
230205,TACNA,CANDARAVE,HUANUARA,HUANUARA,"{'lat': -17.3137173, 'lng': -70.3211894}",True
230206,TACNA,CANDARAVE,QUILAHUANI,QUILAHUANI,"{'lat': -17.3321649, 'lng': -70.2527379}",True
230301,TACNA,JORGE BASADRE,LOCUMBA,LOCUMBA,"{'lat': -17.614459, 'lng': -70.7629369}",True
230302,TACNA,JORGE BASADRE,ILABAYA,ILABAYA,"{'lat': -17.4204023, 'lng': -70.5127345}",True
230303,TACNA,JORGE BASADRE,ITE,ITE,"{'lat': -17.8602181, 'lng': -70.9646772}",True
230401,TACNA,TARATA,TARATA,TARATA,"{'lat': -17.4776078, 'lng': -70.0339387}",True
230402,TACNA,TARATA,HEROES ALBARRACIN,CHUCATAMANI,"{'lat': -17.5205947, 'lng': -70.2170209}",True
230403,TACNA,TARATA,ESTIQUE,ESTIQUE,"{'lat': -17.5420085, 'lng': -70.01867949999999}",True
230404,TACNA,TARATA,ESTIQUE-PAMPA,ESTIQUE-PAMPA,"{'lat': -17.5384667, 'lng': -70.03207789999999}",True
230405,TACNA,TARATA,SITAJARA,SITAJARA,"{'lat': -17.4252831, 'lng': -70.1693949}",True
230406,TACNA,TARATA,SUSAPAYA,SUSAPAYA,"{'lat': -17.2299717, 'lng': -70.0264952}",True
230407,TACNA,TARATA,TARUCACHI,TARUCACHI,"{'lat': -17.5259196, 'lng': -70.03021700000001}",True
230408,TACNA,TARATA,TICACO,TICACO,"{'lat': -17.3152945, 'lng': -69.97885509999999}",True
240101,TUMBES,TUMBES,TUMBES,TUMBES,"{'lat': -3.5564921, 'lng': -80.4270885}",True
240102,TUMBES,TUMBES,CORRALES,SAN PEDRO DE LOS INCAS,"{'lat': -3.6045193, 'lng': -80.4799273}",True
240103,TUMBES,TUMBES,LA CRUZ,CALETA CRUZ,"{'lat': -3.6630865, 'lng': -80.5771737}",True
240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,PAMPAS DE HOSPITAL,"{'lat': -3.6953866, 'lng': -80.4368245}",True
240105,TUMBES,TUMBES,SAN JACINTO,SAN JACINTO,"{'lat': -3.643438999999999, 'lng': -80.446405}",True
240106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,SAN JUAN DE LA VIRGEN,"{'lat': -3.6607053, 'lng': -80.3547286}",True
240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,ZORRITOS,"{'lat': -3.6817005, 'lng': -80.67985209999999}",True
240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,CAÑAVERAL,"{'lat': -4.0563324, 'lng': -80.6770787}",True
240203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,CANCAS,"{'lat': -4.059368, 'lng': -80.9428911}",True
240301,TUMBES,ZARUMILLA,ZARUMILLA,ZARUMILLA,"{'lat': -3.4949817, 'lng': -80.2711588}",True
240302,TUMBES,ZARUMILLA,AGUAS VERDES,AGUAS VERDES,"{'lat': -3.4816267, 'lng': -80.2453748}",True
240303,TUMBES,ZARUMILLA,MATAPALO,MATAPALO,"{'lat': -3.7497391, 'lng': -80.254435}",True
240304,TUMBES,ZARUMILLA,PAPAYAL,PAPAYAL,"{'lat': -3.5706759, 'lng': -80.2335255}",True
250101,UCAYALI,CORONEL PORTILLO,CALLERIA,PUCALLPA,"{'lat': -8.3792869, 'lng': -74.54486349999999}",True
250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,CAMPO VERDE,"{'lat': -8.4761212, 'lng': -74.8068454}",True
250103,UCAYALI,CORONEL PORTILLO,IPARIA,IPARIA,"{'lat': -9.306205499999999, 'lng': -74.4383713}",True
